stories_id,publish_date,title,url,language,ap_syndicated,themes,media_id,media_name,media_url
1486700936,1/3/2020 18:13,"
        Wokesplaining' Exposes the 'Social Justice' Tendency to Totalitarianism
        ",https://pjmedia.com/news-and-politics/wokesplaining-exposes-the-social-justice-tendency-to-totalitarianism/,en,FALSE,,19082,PJMedia,http://pjmedia.com
1510609862,1/31/2020 6:35,"
        The Morning Briefing: On a Scale of Mao to Stalin, How Bad Would President Bernie Be?
        ",https://pjmedia.com/news-and-politics/the-morning-briefing-on-a-scale-of-mao-to-stalin-how-bad-would-president-bernie-be/,en,FALSE,,19082,PJMedia,http://pjmedia.com
1518418155,09:28.7,Anti-Semites and Their Progressive Enablers,https://patriotpost.us/articles/67633?mailing_id=4776&utm_mediu,en,FALSE,,25626,patriotpost.us,http://patriotpost.us
1519465015,2/12/2020 15:42,Editorial Roundup: New York,https://www.usnews.com/news/best-states/california/articles/2020-02-12/editorial-roundup-new-york,en,FALSE,,1100,US News & World Report ,http://www.usnews.com/
1519606389,2/12/2020 21:04,AP News in Brief at 9:04 p.m. EST,https://www.kansascity.com/news/nation-world/article240217027.html#storylink=rss,en,TRUE,,30,The Kansas City Star,http://www.kansascity.com/
1521511517,2/7/2020 9:31,POLITICO Global Translations: Rivals seize the moment from a distracted China,https://www.politico.com/newsletters/global-translations/2020/02/07/politico-global-translations-488260,en,FALSE,,18268,Politico,https://www.politico.com/
1523633251,2/17/2020 15:30,I Watched 185 Mike Bloomberg Ads,https://slate.com/news-and-politics/2020/02/michael-bloombergs-ads-ranked.html?via=rss,en,FALSE,,19643,Slate.com,http://www.slate.com
1525229296,2/19/2020 6:35,The Morning Briefing: Michael Bloomberg Is Satan—Discuss,https://pjmedia.com/news-and-politics/the-morning-briefing-michael-bloomberg-is-satan-discuss/,en,FALSE,,19082,PJMedia,http://pjmedia.com
1527321692,2/21/2020 6:00,Bloomberg’s debate performance shows that Facebook ads will only get you so far,https://www.theverge.com/interface/2020/2/21/21145639/bloomberg-debate-performance-facebook-advertising,en,FALSE,,107634,The Verge,http://theverge.com/
1528223364,2/21/2020 18:05,Edited Transcript of DSX earnings conference call or presentation 21-Feb-20 2:00pm GMT,https://finance.yahoo.com/news/edited-transcript-dsx-earnings-conference-230555368.html,en,FALSE,,18840,finance.yahoo.com,http://finance.yahoo.com
1530616300,2/25/2020 7:30,"Lindblad Expeditions Holdings, Inc. Reports 2019 Fourth Quarter and Full Year Financial Results",https://www.prnewswire.com:443/news-releases/lindblad-expeditions-holdings-inc-reports-2019-fourth-quarter-and-full-year-financial-results-301010376.html,en,FALSE,,19673,prnewswire.com,http://www.prnewswire.com
1531651060,2/26/2020 6:18,Edited Transcript of AMRN earnings conference call or presentation 25-Feb-20 9:30pm GMT,https://finance.yahoo.com/news/edited-transcript-amrn-earnings-conference-111800687.html,en,FALSE,,18840,finance.yahoo.com,http://finance.yahoo.com
1532010159,2/14/2020 19:30,Transcript: NPR's Interview With Chinese Ambassador Cui Tiankai About The Coronavirus,https://www.npr.org/2020/02/14/805997445/transcript-nprs-interview-with-chinese-ambassador-cui-tiankai-about-the-coronavi,en,FALSE,,1096,NPR,http://www.npr.org/
1536364345,3/2/2020 12:50,Five Quick Things: Sneaky Pete Slinks Away,https://spectator.org/five-quick-things-sneaky-pete-slinks-away/,en,FALSE,,21919,The American Spectator,http://spectator.org
1537596785,3/3/2020 16:15,"Yext, Inc. Announces Fourth Quarter and Full Year Fiscal 2020 Results",https://www.prnewswire.com:443/news-releases/yext-inc-announces-fourth-quarter-and-full-year-fiscal-2020-results-301015755.html,en,FALSE,,19673,prnewswire.com,http://www.prnewswire.com
1538389518,55:15.4,Peter Navarro on how US is fighting the spread of coronavirus | Fox News,https://www.foxnews.com/transcript/peter-navarro-on-how-us-is-fighting-the-spread-of-coronavirus,en,FALSE,,1092,FOX News,http://www.foxnews.com/
1538622147,3/4/2020 13:56,The big winner of Super Tuesday may have been the stock market. Here's what experts are saying about how the latest twists in the presidential race will shape its future.,https://www.businessinsider.com/super-tuesday-bullish-impact-on-stock-market-expert-outlook-2020-3,en,FALSE,,18710,Business Insider,http://www.businessinsider.com
1539070958,32:51.4,Sen. Scott: Trump’s approval with African Americans has been over 30 percent | Fox News,https://www.foxnews.com/transcript/sen-scott-trumps-approval-with-african-americans-has-been-over-30-percent,en,FALSE,,1092,FOX News,http://www.foxnews.com/
1539302713,3/5/2020 5:00,How Biden Came Back,https://www.nytimes.com/2020/03/05/opinion/the-argument-biden-sanders-super-tuesday.html,en,FALSE,,1,New York Times,http://nytimes.com
1539592934,3/5/2020 11:17,What Coronavirus Teaches Our Presidential Candidates About Health Care,https://www.forbes.com/sites/leahbinder/2020/03/05/what-coronavirus-teaches-our-presidential-candidates-about-health-care/,en,FALSE,,1104,Forbes,http://www.forbes.com/
1540860831,3/6/2020 10:19,SiriusXM's Doctor Radio and NYU Langone Health Launch 24/7 Public Service Channel and Phone Line for Coronavirus Information,https://www.prnewswire.com:443/news-releases/siriusxms-doctor-radio-and-nyu-langone-health-launch-247-public-service-channel-and-phone-line-for-coronavirus-information-301019008.html,en,FALSE,,19673,prnewswire.com,http://www.prnewswire.com
1540877542,3/6/2020 15:13,Coronavirus hits state budget season,https://www.newsday.com/opinion/newsday-opinion-the-point-newsletter-1.42535666,en,FALSE,,13,Newsday,http://www.newsday.com/
1540891930,3/6/2020 15:40,How American synagogues are dealing with coronavirus panic ahead of major Jewish holidays,https://www.businessinsider.com/jewish-synagogues-across-the-country-are-responding-to-coronavirus-2020-3,en,FALSE,,18710,Business Insider,http://www.businessinsider.com
1543253579,3/9/2020 17:47,"Cuomo’s Fix for Sanitizer Shortage: 100,000 Gallons Made by Prisoners",https://www.nytimes.com/2020/03/09/nyregion/coronavirus-newyork-sanitizer.html,en,FALSE,,1,New York Times,http://nytimes.com
1543425062,3/9/2020 6:00,Monday News Executive Summary,https://patriotpost.us/articles/69100-monday-news-executive-summary-2020-03-09,en,FALSE,,25626,patriotpost.us,http://patriotpost.us
1543447204,3/9/2020 23:13,"Donald Trump Jr. Challenges Hunter Biden To A Debate, Twitter Users React",https://www.ibtimes.com/donald-trump-jr-challenges-hunter-biden-debate-twitter-users-react-2936932?utm_source=Public&utm_medium=Feed&utm_campaign=Distribution,en,FALSE,,41550,IBTimes,http://www.ibtimes.com/
1543531637,3/9/2020 20:01,It’s Crazy Time Over on the Left,https://townhall.com/columnists/robertknight/2020/03/10/its-crazy-time-over-on-the-left-n2564137,en,FALSE,,19763,townhall.com,http://townhall.com
1543745355,3/10/2020 7:26,Coronavirus in N.Y.: Live Updates,https://www.nytimes.com/2020/03/10/nyregion/coronavirus-new-york-update.html,en,FALSE,,1,New York Times,http://nytimes.com
1544990474,3/11/2020 10:55,Top federal health official says coronavirus outbreak is 'going to get worse' in the US,https://www.cnbc.com/2020/03/11/top-federal-health-official-says-coronavirus-outbreak-is-going-to-get-worse-in-the-us.html,en,FALSE,,1755,CNBC,http://www.cnbc.com/
